2022 National Employment Matrix code,2022 National Employment Matrix title,Occupation Group,Occupation type,"Employment, 2022","Employment, 2032","Employment change, numeric, 2022-32","Employment change, percent, 2022-32","Percent self employed, 2022","Occupational openings, 2022-32 annual average","Median annual wage, 2022(1)",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Factors affecting occupational utilization,Automation Probability,Total employed,Women,White,Black or African American,Asian,Hispanic or Latino
27-2032,Choreographers,detailed,Line item,6.9,7.3,0.3,5.0,19,1.1,50990.0,High school diploma or equivalent,5 years or more,Long-term on-the-job training,,0.004,,,,,,
27-2040,"Musicians, Singers, and Related Workers",broad,Summary,225.3,228.0,2.7,1.2,42.2,27.7,,—,—,—,,,,,,,,
27-2041,Music Directors and Composers,detailed,Line item,51.8,52.4,0.6,1.1,22.4,5.1,62940.0,Bachelor's degree,Less than 5 years,,"Demand change - share decreases as private schools face declines in enrollment and tuition, forcing cuts for arts education, including music programs.",0.015,45,–,–,–,–,–
27-2042,Musicians and Singers,detailed,Line item,173.5,175.6,2.1,1.2,48.1,22.6,,No formal educational credential,,Long-term on-the-job training,,0.074,165,25.7,78.1,13.6,6.6,8.6
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,Summary,50.3,53.5,3.2,6.3,64.9,5.5,,—,—,—,,,,,,,,
27-2091,"Disc Jockeys, Except Radio",detailed,Line item,23.8,24.8,1.0,4.2,76.3,2.0,,High school diploma or equivalent,,Short-term on-the-job training,,,27,–,–,–,–,–
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,Line item,26.5,28.7,2.2,8.2,54.6,3.4,,No formal educational credential,,Short-term on-the-job training,,,42,–,–,–,–,–
27-3000,Media and Communication Workers,minor,Summary,826.2,848.1,21.9,2.6,18.5,77.6,66240.0,—,—,—,,,,,,,,
27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,Line item,28.0,24.8,-3.2,-11.4,2.8,2.4,41750.0,Bachelor's degree,,,Demand change - share decreases as demand for announcers and on-air talent is decreasing as many radio stations are consolidating locations or opting for a DJ-free format.,0.1,21,–,–,–,–,–
27-3023,"News Analysts, Reporters, and Journalists",detailed,Line item,58.5,56.6,-1.9,-3.3,24.7,6.0,55960.0,Bachelor's degree,,,,,88,48.4,79.8,13.1,3,8.8
27-3031,Public Relations Specialists,detailed,Line item,297.1,315.1,18.0,6.1,1.1,25.8,67440.0,Bachelor's degree,,,,0.18,120,67,81.4,12.2,2.4,11.9
27-3040,Writers and Editors,broad,Summary,326.7,331.0,4.3,1.3,34.4,31.8,75080.0,—,—,—,,,,,,,,
27-3041,Editors,detailed,Line item,122.1,117.3,-4.9,-4.0,12.6,11.6,73080.0,Bachelor's degree,Less than 5 years,,,0.055,104,66,91.5,2.6,3.5,3
27-3042,Technical Writers,detailed,Line item,53.3,57.0,3.7,6.9,5.8,4.8,79960.0,Bachelor's degree,Less than 5 years,Short-term on-the-job training,"Demand change - share increases as the need to create technical materials, including training and user manuals, for a wide range of users increases the demand for the services provided by technical writers.",0.89,53,65.1,87.6,0,9.5,9.2
27-3043,Writers and Authors,detailed,Line item,151.2,156.8,5.6,3.7,62,15.5,73150.0,Bachelor's degree,,Long-term on-the-job training,"Demand change - share increases as self-publishing rises with e-books and audiobooks, supporting demand for writers and authors within the independent artists, writers, and performers industry.",0.038,277,57.3,87.7,6.7,4.5,7.3
27-3090,Miscellaneous Media and Communication Workers,broad,Summary,115.9,120.6,4.7,4.0,18.8,11.6,58180.0,—,—,—,,,,,,,,
27-3091,Interpreters and Translators,detailed,Line item,68.7,71.7,3.0,4.3,21.4,7.2,53640.0,Bachelor's degree,,,,0.38,94,76.9,69.3,10.3,15.5,35.8
27-3092,Court Reporters and Simultaneous Captioners,detailed,Line item,21.3,21.9,0.6,2.8,30.8,2.1,63560.0,Postsecondary nondegree award,,Short-term on-the-job training,,,32,–,–,–,–,–
27-3099,"Media and Communication Workers, All Other",detailed,Line item,25.8,26.9,1.1,4.3,2,2.3,65000.0,High school diploma or equivalent,,Short-term on-the-job training,,,28,–,–,–,–,–
27-4000,Media and Communication Equipment Workers,minor,Summary,396.5,411.5,15.0,3.8,38.5,36.7,52840.0,—,—,—,,,,,,,,
27-4010,"Broadcast, Sound, and Lighting Technicians",broad,Summary,142.8,145.3,2.5,1.7,13.5,12.9,53960.0,—,—,—,,,118,6.3,82,8.5,2.3,12.3
27-4011,Audio and Video Technicians,detailed,Line item,74.8,78.3,3.5,4.7,12.5,7.1,50660.0,Postsecondary nondegree award,,Short-term on-the-job training,"Demand change - share decreases as technologies such as digital audio workstations allow more artists to produce their own recordings, reducing demand for in-studio record production.",0.55,,,,,,
27-4012,Broadcast Technicians,detailed,Line item,39.9,39.4,-0.4,-1.1,15,3.4,60700.0,Associate's degree,,Short-term on-the-job training,Productivity change - share decreases as technology including Artificial Intelligence (AI) allow technicians to perform more activities onsite and in remote locations.,0.74,,,,,,
27-4014,Sound Engineering Technicians,detailed,Line item,17.6,17.4,-0.2,-1.2,13.8,1.5,60670.0,Postsecondary nondegree award,,Short-term on-the-job training,Productivity change - share decreases as the use of wireless technology and AI systems allow technicians to perform tasks more efficiently.,0.13,,,,,,
27-4015,Lighting Technicians,detailed,Line item,10.5,10.2,-0.4,-3.4,14.8,0.9,61650.0,Postsecondary nondegree award,,Short-term on-the-job training,"Productivity change - share decreases as technology, including AI systems, allows workers to design and operate lighting displays.",,,,,,,
27-4021,Photographers,detailed,Line item,148.9,155.0,6.1,4.1,68.6,13.9,40170.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.021,210,47.8,83.3,8.4,3.7,15.8
27-4030,"Television, Video, and Film Camera Operators and Editors",broad,Summary,87.5,93.3,5.8,6.7,34,8.2,62420.0,—,—,—,,,111,17.3,75.8,8.9,6.2,18.8
27-4031,"Camera Operators, Television, Video, and Film",detailed,Line item,36.5,37.5,1.0,2.8,33.3,3.2,58230.0,Bachelor's degree,,,Capital/labor substitution - share decreases as robotic cameras replace services previously provided by camera operators.,0.6,,,,,,
27-4032,Film and Video Editors,detailed,Line item,51.0,55.8,4.8,9.4,34.4,5.0,63520.0,Bachelor's degree,,,Demand change - share increases as more video content requires editing before it is distributed.,0.31,,,,,,
27-4099,"Media and Communication Equipment Workers, All Other",detailed,Line item,17.3,17.9,0.6,3.4,9.4,1.6,69490.0,High school diploma or equivalent,,Short-term on-the-job training,,,1,–,–,–,–,–
29-0000,Healthcare Practitioners and Technical Occupations,major,Summary,9481.0,10243.7,762.7,8.0,2.3,621.6,77760.0,—,—,—,,,9808,75.7,74.4,12.9,9.7,9.3
29-1000,Healthcare Diagnosing or Treating Practitioners,minor,Summary,6305.6,6848.4,542.7,8.6,3,365.1,93710.0,—,—,—,,,,,,,,
29-1011,Chiropractors,detailed,Line item,55.0,59.8,4.9,8.8,31.1,2.6,75380.0,Doctoral or professional degree,,,"Demand change - share increases as growing demand for chiropractic treatment, due to its growing popularity and recognition as a valid nonopioid approach to manage pain, will result in increased demand for chiropractors.",0.027,57,25.5,80.9,9,7.3,1.5
29-1020,Dentists,broad,Summary,155.0,161.8,6.8,4.4,10.6,5.1,159530.0,—,—,—,,,140,36.6,76.9,7.7,14,7.1
29-1021,"Dentists, General",detailed,Line item,136.7,142.7,6.0,4.4,10.8,4.5,155040.0,Doctoral or professional degree,,,Occupational substitution - share decreases as the expanding scope of practice of dental hygienists allows them to take on tasks previously performed by dentists.,0.0044,,,,,,
29-1022,Oral and Maxillofacial Surgeons,detailed,Line item,4.9,5.1,0.2,5.0,10.8,0.2,239200.0,Doctoral or professional degree,,Internship/residency,,0.0036,,,,,,
29-1023,Orthodontists,detailed,Line item,7.2,7.5,0.3,4.5,10.9,0.2,174360.0,Doctoral or professional degree,,Internship/residency,,0.023,,,,,,
29-1029,"Dentists, All Other Specialists",detailed,Line item,5.8,6.0,0.2,2.7,6.4,0.2,212740.0,Doctoral or professional degree,,Internship/residency,,,,,,,,
29-1031,Dietitians and Nutritionists,detailed,Line item,78.6,83.8,5.2,6.6,8.2,5.6,66450.0,Bachelor's degree,,Internship/residency,Demand change - share increases as consumer interest and demand for nutrition services grow.,0.0039,141,88,74.9,18.1,3.1,9.6
29-1041,Optometrists,detailed,Line item,43.4,47.3,3.8,8.8,6.7,1.7,125590.0,Doctoral or professional degree,,,"Occupational substitution - share increases as the adoption of integrated eye care models shifts primary care responsibilities to optometrists, allowing ophthalmologists to focus on more complex cases and surgery. The expanding scope of practice of optometrists further supports this trend.",0.14,42,–,–,–,–,–
29-1051,Pharmacists,detailed,Line item,334.2,342.9,8.7,2.6,0.9,13.4,132750.0,Doctoral or professional degree,,,Demand change - share decreases as consolidation of the retail pharmacy industry and patient use of mail-order/online pharmacies dampen demand for pharmacists in retail settings.,0.012,375,59.6,68.1,10.6,18.7,6.9
29-1071,Physician Assistants,detailed,Line item,148.0,187.3,39.3,26.5,2.6,12.2,126010.0,Master's degree,,,Occupational substitution - share increases as growing demand for healthcare services will not be able to be met by expected growth in physicians and surgeons. This will encourage the adoption of team-based healthcare provision models which increasingly utilize physician assistants and nurse practitioners.,0.14,,,,,,
29-1081,Podiatrists,detailed,Line item,10.6,10.7,0.1,1.0,9.8,0.3,148720.0,Doctoral or professional degree,,Internship/residency,Occupational substitution - share decreases as team-care models grow in popularity.,0.0046,13,–,–,–,–,–
29-1120,Therapists,broad,Summary,782.4,893.3,110.9,14.2,6.5,51.7,83960.0,—,—,—,,,,,,,,
29-1122,Occupational Therapists,detailed,Line item,139.6,155.6,16.1,11.5,0.3,9.6,93180.0,Master's degree,,,Demand change - share increases as more local specialty hospitals transition to team-based models of care and occupational therapy services are increasingly needed to help patients rehabilitate injuries and adapt daily activities that allow them to maintain their independence.,0.0035,149,85.9,86.2,5.4,8.3,6.1
29-1123,Physical Therapists,detailed,Line item,246.8,284.1,37.3,15.1,4.1,13.9,97720.0,Doctoral or professional degree,,,Demand change - share increases as physical therapists are increasingly integrated into team-based models of care to help patients manage their pain conditions without the use of pharmaceuticals.,0.021,274,70.2,82.6,5.9,7.2,4.3
29-1124,Radiation Therapists,detailed,Line item,15.9,16.3,0.4,2.4,—,0.7,89530.0,Associate's degree,,,Productivity change - share decreases as increased adoption of radiotherapy techniques that deliver higher doses of radiation over fewer fractions allows radiation therapists to treat a greater number of patients.,0.34,16,–,–,–,–,–
29-1125,Recreational Therapists,detailed,Line item,16.8,17.4,0.6,3.6,0.4,1.3,51330.0,Bachelor's degree,,,Demand change - share decreases as payer restrictions around the types of rehabilitation therapies that can be provided in hospitals constrain demand for recreational therapists.,0.0028,14,–,–,–,–,–
29-1126,Respiratory Therapists,detailed,Line item,133.1,149.8,16.7,12.5,—,8.6,70540.0,Associate's degree,,,Demand change - share increases as the demand for respiratory care services grows. Respiratory therapists will be increasingly needed across hospital and non-hospital settings to treat a wide variety of conditions and patients.,0.066,104,60.6,79.4,12.8,6.6,12.7
29-1127,Speech-Language Pathologists,detailed,Line item,171.4,204.5,33.1,19.3,3.3,13.2,84140.0,Master's degree,,Internship/residency,"Demand change - share increases as an aging population, higher autism-spectrum and special needs, and expanded service provision at schools increases demand for speech-language pathologists.",0.0064,171,97.6,93.9,4,0.5,2.7
29-1128,Exercise Physiologists,detailed,Line item,16.5,18.2,1.7,10.2,58.8,1.2,51350.0,Bachelor's degree,,,,,5,–,–,–,–,–
29-1129,"Therapists, All Other",detailed,Line item,42.3,47.5,5.2,12.2,58.9,3.2,60800.0,Bachelor's degree,,,,,254,79.4,80.7,14.6,2.4,14
29-1131,Veterinarians,detailed,Line item,89.5,107.2,17.7,19.7,10.1,5.0,103260.0,Doctoral or professional degree,,,,0.038,83,69.8,91.4,2.2,4.3,0.5
29-1141,Registered Nurses,detailed,Line item,3172.5,3349.9,177.4,5.6,0.5,193.1,81220.0,Bachelor's degree,,,Demand change - share increases as insurance companies increasingly employ registered nurses to manage complex compensation and medical coverage requests.,,3363,87.9,73.6,14.5,8.9,8.1
29-1151,Nurse Anesthetists,detailed,Line item,49.4,53.8,4.5,9.0,3.8,2.5,203090.0,Master's degree,,,"Occupational substitution - share increases as the anesthesia care team model becomes more common and practice autonomy of nurse anesthetists expands, allowing for greater utilization of nurse anesthetists relative to anesthesiologists.",,37,–,–,–,–,–
29-1161,Nurse Midwives,detailed,Line item,8.2,8.7,0.5,6.4,0.8,0.4,120880.0,Master's degree,,,,,6,–,–,–,–,–
29-1171,Nurse Practitioners,detailed,Line item,266.3,384.9,118.6,44.5,0.7,26.3,121610.0,Master's degree,,,Occupational substitution - share increases as growing demand for healthcare services will not be able to be met by expected growth in physicians and surgeons. This will encourage the adoption of team-based healthcare provision models which increasingly utilize physician assistants and nurse practitioners.,,263,88.7,81.9,9.9,6.2,6.7
29-1181,Audiologists,detailed,Line item,14.4,15.9,1.5,10.6,—,0.9,82680.0,Doctoral or professional degree,,,,0.0033,12,–,–,–,–,–
29-1210,Physicians,broad,Summary,757.4,780.9,23.6,3.1,4.6,22.7,227180.0,—,—,—,,,,,,,,
29-1211,Anesthesiologists,detailed,Line item,40.0,41.1,1.0,2.6,5.1,1.2,239200.0,Doctoral or professional degree,,Internship/residency,"Occupational substitution - share decreases as the anesthesia care team model becomes more common and practice autonomy of nurse anesthetists expands, allowing for greater utilization of nurse anesthetists relative to anesthesiologists.",,,,,,,
29-1212,Cardiologists,detailed,Line item,18.0,18.6,0.6,3.1,5.1,0.5,239200.0,Doctoral or professional degree,,Internship/residency,,,,,,,,
29-1213,Dermatologists,detailed,Line item,12.4,12.8,0.4,3.1,5.2,0.4,239200.0,Doctoral or professional degree,,Internship/residency,,,,,,,,
29-1214,Emergency Medicine Physicians,detailed,Line item,31.3,32.2,0.9,2.8,4.9,0.9,239200.0,Doctoral or professional degree,,Internship/residency,"Occupational substitution - share decreases as nurse practitioners and physician assistants are increasingly utilized, relative to emergency medicine physicians, to provide care in hospital emergency departments.",,21,–,–,–,–,–
29-1215,Family Medicine Physicians,detailed,Line item,108.0,112.0,4.0,3.7,4.9,3.3,211300.0,Doctoral or professional degree,,Internship/residency,,,,,,,,
29-1216,General Internal Medicine Physicians,detailed,Line item,72.6,74.4,1.8,2.5,4.7,2.1,214460.0,Doctoral or professional degree,,Internship/residency,"Occupational substitution, sourcing change - share decreases as care teams (including nurses, physicians assistants, and other care professionals) are expected to become larger and more diverse. Internists are also expected to increasingly work for hospitals.",,,,,,,
29-1217,Neurologists,detailed,Line item,12.2,12.5,0.4,3.2,5,0.4,224260.0,Doctoral or professional degree,,Internship/residency,,,,,,,,
29-1218,Obstetricians and Gynecologists,detailed,Line item,22.9,23.4,0.5,2.2,5,0.7,239200.0,Doctoral or professional degree,,Internship/residency,"Occupational substitution - share decreases as care teams (including nurses, physicians assistants, and other care professionals) are expected to become larger and more diverse.",,,,,,,
29-1221,"Pediatricians, General",detailed,Line item,35.9,36.2,0.3,0.9,5,1.0,190350.0,Doctoral or professional degree,,Internship/residency,"Demand change, occupational substitution - share decreases as the portion of the national population under 18 continues to fall, and team-based care models grow.",,,,,,,
29-1222,"Physicians, Pathologists",detailed,Line item,13.2,13.9,0.6,4.6,4.7,0.4,239200.0,Doctoral or professional degree,,Internship/residency,,,,,,,,
29-1223,Psychiatrists,detailed,Line item,28.6,30.5,1.9,6.7,4.1,1.0,226880.0,Doctoral or professional degree,,Internship/residency,Demand change - share increases as growing demand for psychiatric services increases the need for psychiatrists.,,,,,,,
29-1224,Radiologists,detailed,Line item,31.2,32.4,1.1,3.6,5.1,1.0,239200.0,Doctoral or professional degree,,Internship/residency,,,26,–,–,–,–,–
29-1229,"Physicians, All Other",detailed,Line item,330.9,341.0,10.0,3.0,4.2,9.9,223410.0,Doctoral or professional degree,,Internship/residency,,,933,43.8,67,8.4,22.4,7.2
29-1240,Surgeons,broad,Summary,59.6,60.6,1.0,1.7,0.5,1.5,239200.0,—,—,—,,,48,–,–,–,–,–
29-1241,"Ophthalmologists, Except Pediatric",detailed,Line item,12.8,13.3,0.5,3.6,0.5,0.3,219810.0,Doctoral or professional degree,,Internship/residency,,,,,,,,
29-1242,"Orthopedic Surgeons, Except Pediatric",detailed,Line item,19.4,19.7,0.3,1.6,0.5,0.5,239200.0,Doctoral or professional degree,,Internship/residency,Sourcing change - share decreases as surgeons increasingly become employed by hospitals and larger financial entities which are more efficient at dealing with risk.,,,,,,,
29-1243,Pediatric Surgeons,detailed,Line item,0.8,0.8,0.0,1.0,—,0.0,239200.0,Doctoral or professional degree,,Internship/residency,Sourcing change - share decreases as surgeons increasingly become employed by hospitals and larger financial entities which are more efficient at dealing with risk.,,,,,,,
29-1249,"Surgeons, All Other",detailed,Line item,26.5,26.8,0.2,0.8,0.5,0.6,239200.0,Doctoral or professional degree,,Internship/residency,Sourcing change - share decreases as surgeons increasingly become employed by hospitals and larger financial entities which are more efficient at dealing with risk.,,,,,,,
29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,Summary,281.3,299.6,18.4,6.5,8.6,20.2,81950.0,—,—,—,,,,,,,,
29-1291,Acupuncturists,detailed,Line item,26.6,28.0,1.4,5.3,69.4,1.8,72220.0,Master's degree,,,,,28,–,–,–,–,–
29-1292,Dental Hygienists,detailed,Line item,219.4,235.7,16.3,7.4,1.2,16.4,81400.0,Associate's degree,,,Occupational substitution - share increases as the expanding scope of practice of hygienists allows them to take on tasks previously performed by dentists.,,217,96.3,91.4,2.5,5.6,12.7
